Country,State,Crop,Season,Year,Soil_Type,Soil_pH,Soil_Moisture_%,Nitrogen_N,Phosphorus_P,Potassium_K,Temperature_C,Rainfall_mm,Humidity_%,Wind_Speed_kmph,Irrigation_Type,Area_hectare,Yield_kg_per_ha
India,Tamil Nadu,Mango,Zaid,2001,Red,6.01,54.9,38,54,47,16.6,1904,48,24.6,Sprinkler,6.74,8551
India,Maharashtra,Millet,Zaid,2020,Laterite,7.05,54.3,117,35,67,19.9,1826,34,13.7,Drip,6.75,1397.3
India,Rajasthan,Wheat,Zaid,2019,Sandy,6.65,21.1,147,40,24,31.3,1257,62,13.4,Sprinkler,5.76,2776.4
India,Gujarat,Cotton,Zaid,2023,Alluvial,5.99,26.1,29,40,63,35,1734,40,23.8,Rainfed,14.64,1465.3
India,Punjab,Barley,Rabi,2023,Loamy,6.29,52,147,69,71,29,1484,88,19.5,Drip,12.74,2028.2
India,Rajasthan,Sorghum,Rabi,2013,Clay,6.82,54.4,108,10,66,30.4,1258,82,14.3,Rainfed,1.98,1167.9
India,Maharashtra,Potato,Zaid,2004,Laterite,5.86,59.3,78,55,88,30.6,408,89,18.7,Rainfed,10.16,25227.5
India,Andhra Pradesh,Banana,Zaid,2023,Red,6.44,41.1,121,63,67,20.5,418,53,8.8,Sprinkler,9.46,28554
India,Punjab,Wheat,Zaid,2005,Loamy,6.6,23.1,63,68,58,31.3,1186,80,3.9,Drip,3.75,2461.5
India,Gujarat,Chickpea,Rabi,2025,Sandy,5.74,26.3,37,50,62,34.4,988,62,20.5,Sprinkler,10.22,1503.7
India,Bihar,Mustard,Kharif,2021,Clay,5.74,27,67,60,38,35.6,975,47,5.6,Sprinkler,3.2,1023.2
India,Karnataka,Chickpea,Zaid,2014,Loamy,7.72,22.5,94,14,42,17,709,53,9.2,Sprinkler,12.39,1188.3
India,Gujarat,Onion,Kharif,2003,Clay,7.75,55.7,20,19,55,24.9,1671,67,22.2,Sprinkler,8.14,22051
India,Bihar,Soybean,Rabi,2009,Red,6.48,25.1,116,47,63,24.2,965,85,17,Sprinkler,4.45,1312.8
India,Tamil Nadu,Maize,Rabi,2018,Laterite,7.01,45,114,75,107,31.5,675,59,6.8,Sprinkler,10.89,2758.6
India,Maharashtra,Rice,Zaid,2008,Alluvial,5.77,27.9,109,28,94,26.8,754,30,4.7,Drip,2.18,3347.6
India,Punjab,Cotton,Rabi,2020,Red,6.18,59.9,119,47,16,39,1692,49,1.8,Canal,13.63,1898.6
India,Maharashtra,Pigeon Pea,Kharif,2025,Sandy,6.22,33.9,88,62,117,19,860,57,6.2,Drip,2.24,937.5
India,Uttar Pradesh,Groundnut,Kharif,2009,Alluvial,6.87,56.2,127,59,38,24,639,60,16.5,Canal,6.49,1744.1
India,Uttar Pradesh,Banana,Kharif,2003,Loamy,6.83,57.9,69,43,18,30.7,1801,78,1.3,Canal,11.58,41128.7
India,Gujarat,Barley,Zaid,2021,Red,7.62,58,65,13,58,27.8,1812,78,24.1,Rainfed,11.85,2101.9
India,Andhra Pradesh,Rice,Kharif,2003,Laterite,7.32,50.1,42,70,80,29.8,1426,50,6.6,Drip,1.91,3750
India,Andhra Pradesh,Groundnut,Kharif,2005,Alluvial,7.47,30.2,31,79,87,34,1687,54,8,Rainfed,4.51,1375
India,Karnataka,Rice,Kharif,2025,Laterite,7.55,24.8,80,18,103,32.4,1697,47,1.8,Drip,5.58,3108.3
India,Karnataka,Banana,Rabi,2007,Black,7.34,42.8,53,61,97,31.4,1454,55,2.7,Rainfed,13.77,39549.4
India,Karnataka,Sorghum,Kharif,2015,Black,6.27,34.4,113,40,60,32.9,1037,52,25,Sprinkler,7.19,1948.8
India,Tamil Nadu,Onion,Rabi,2007,Alluvial,5.99,53.2,120,77,107,34.5,1902,73,9,Canal,13.55,19409.4
India,Rajasthan,Sorghum,Kharif,2015,Alluvial,6.82,49.8,37,42,17,20.3,791,38,17.3,Rainfed,12.92,1692
India,Madhya Pradesh,Banana,Rabi,2005,Red,7.09,31.1,139,68,64,32.2,1625,32,19,Canal,1.06,50196.8
India,Rajasthan,Millet,Rabi,2016,Loamy,6.39,20.7,56,44,74,31.6,609,31,12.8,Sprinkler,10.63,875.6
India,Maharashtra,Tea,Zaid,2000,Sandy,7.45,29.5,60,22,107,32.6,1373,93,12.1,Sprinkler,13.26,2226.9
India,Rajasthan,Rice,Zaid,2018,Sandy,7.71,42.7,147,70,93,21.1,1694,46,9.1,Sprinkler,5.81,3763.1
India,Tamil Nadu,Soybean,Rabi,2017,Black,6.81,23.2,105,57,104,22,1502,78,17.8,Sprinkler,7.52,1138.4
India,Maharashtra,Chickpea,Rabi,2016,Black,6.55,46.3,110,47,88,34.3,1474,77,13.6,Canal,3.91,1476.5
India,Rajasthan,Millet,Zaid,2016,Black,7.44,46.9,58,74,24,24.4,1038,84,11.2,Rainfed,8.08,854.7
India,Tamil Nadu,Barley,Rabi,2011,Laterite,5.56,26.8,23,63,60,38.1,1820,55,4.6,Sprinkler,5.62,2984
India,Madhya Pradesh,Chickpea,Zaid,2011,Sandy,5.8,43.9,71,40,43,17.8,764,72,17,Canal,10.91,1467.7
India,Rajasthan,Pigeon Pea,Zaid,2005,Alluvial,7.45,44.3,132,58,78,19.3,1831,54,11.5,Canal,3.94,776.6
India,Tamil Nadu,Sugarcane,Kharif,2006,Black,7.18,39.1,38,31,95,19.6,267,45,3.5,Rainfed,7.9,58427.6
India,Karnataka,Pigeon Pea,Kharif,2007,Clay,6.46,58.1,111,38,21,22.1,1280,94,9.2,Rainfed,7.29,1048.8
India,Andhra Pradesh,Chickpea,Zaid,2002,Red,7.54,24.3,140,74,54,37.5,1321,89,2.1,Canal,6.35,1167.9
India,Karnataka,Tomato,Zaid,2016,Loamy,6.31,36.3,36,57,40,24.4,673,60,4,Sprinkler,4.13,32303.3
India,Andhra Pradesh,Groundnut,Rabi,2020,Alluvial,6.96,55.3,149,75,63,26.5,1558,70,24.8,Drip,10.84,1342.8
India,Punjab,Coffee,Zaid,2007,Loamy,6.96,35.5,149,34,102,25.6,546,93,20,Canal,3.71,1280.2
India,Punjab,Sorghum,Kharif,2010,Alluvial,6.16,46.7,74,35,81,24.4,1819,85,23.6,Canal,9.32,1876.4
India,Madhya Pradesh,Barley,Zaid,2019,Sandy,7.61,46.6,110,10,73,35.8,910,56,24,Canal,14.74,2228.6
India,Karnataka,Maize,Rabi,2017,Black,5.92,20.9,23,41,69,27,1687,87,12.5,Rainfed,13.81,3955.5
India,Andhra Pradesh,Rice,Zaid,2015,Red,5.9,38.2,142,55,110,21.1,378,62,17.3,Canal,2.61,2820.1
India,Tamil Nadu,Pigeon Pea,Kharif,2024,Loamy,6.6,33.3,119,14,37,25.8,406,65,1.3,Rainfed,11.85,1211.7
India,Maharashtra,Sugarcane,Kharif,2012,Laterite,5.71,45.1,79,49,30,24.9,521,79,10.1,Drip,3.05,49430.1
India,Tamil Nadu,Coffee,Kharif,2008,Red,7.56,42.2,48,26,84,21,497,87,17.2,Drip,14.13,1312.6
India,Maharashtra,Millet,Kharif,2018,Red,5.73,46,65,62,84,18.1,1961,47,4.7,Drip,10.4,1365.9
India,Uttar Pradesh,Sugarcane,Zaid,2006,Clay,6.92,46.2,116,38,96,36,401,79,22.5,Rainfed,3.22,88304.3
India,Tamil Nadu,Potato,Rabi,2016,Red,6.28,30.2,68,17,115,27.9,469,92,3.6,Drip,2.96,19460.5
India,Rajasthan,Chickpea,Rabi,2007,Laterite,7.35,29.9,139,52,86,21.1,507,31,21.1,Sprinkler,11.34,1102.8
India,Rajasthan,Rice,Rabi,2007,Red,6.86,34.8,95,24,52,25.7,1277,40,15.8,Sprinkler,9.46,3528.7
India,Gujarat,Wheat,Zaid,2002,Clay,6.39,29.7,93,43,36,30.1,1087,53,21.6,Rainfed,2.43,2158.6
India,Karnataka,Soybean,Zaid,2015,Red,7.76,47.3,36,44,32,33,1502,81,6.4,Drip,7.79,1323.5
India,Maharashtra,Millet,Zaid,2011,Loamy,5.65,44.1,126,42,106,30.5,817,68,16.3,Sprinkler,12.48,1015.1
India,Maharashtra,Mango,Rabi,2014,Black,6.83,28.7,115,30,99,20.8,273,90,6.3,Rainfed,2.66,8029.7
India,Karnataka,Soybean,Zaid,2020,Clay,7.78,55.4,108,28,116,17.8,823,60,7.3,Rainfed,0.7,1184.2
India,Madhya Pradesh,Tomato,Zaid,2003,Black,7.09,38.4,71,10,45,16.8,1593,63,3.7,Rainfed,2.42,30185.1
India,Gujarat,Sugarcane,Kharif,2022,Black,7.2,25.1,90,60,106,17.7,1666,66,21.5,Sprinkler,3.18,76779
India,Madhya Pradesh,Chickpea,Rabi,2006,Clay,5.55,41.6,102,35,25,23.9,927,34,7.8,Rainfed,5.39,924.3
India,Madhya Pradesh,Tomato,Kharif,2010,Red,5.58,33.5,138,51,83,39.5,1299,63,5.3,Canal,2.02,21565.8
India,Karnataka,Mango,Kharif,2023,Loamy,7.78,54,137,63,52,15.6,458,54,20.2,Canal,6.25,10326.2
India,Madhya Pradesh,Tomato,Kharif,2004,Loamy,7.75,39.8,32,54,50,30.8,653,50,12.1,Canal,9.01,33676.7
India,Rajasthan,Banana,Zaid,2012,Loamy,6.27,56.6,75,36,53,27.8,644,77,8.9,Drip,4.93,48931.8
India,Punjab,Onion,Kharif,2010,Sandy,6.17,24.1,38,60,61,18.6,336,52,17.4,Sprinkler,8.95,14042.3
India,Uttar Pradesh,Tea,Kharif,2004,Sandy,5.84,46.7,89,37,26,38.7,1891,32,10.2,Canal,13.72,2603.1
India,Maharashtra,Millet,Kharif,2007,Sandy,6.26,55.4,99,17,61,35.3,977,44,18.5,Sprinkler,6.33,1512.7
India,Maharashtra,Wheat,Zaid,2020,Loamy,6.35,31.7,133,40,52,20.5,1773,49,6,Rainfed,14.15,2320.1
India,Uttar Pradesh,Soybean,Rabi,2016,Laterite,7.22,25.4,52,14,32,22.3,599,42,14.6,Canal,12.97,1307.3
India,Karnataka,Coffee,Zaid,2010,Loamy,7.49,38.3,133,20,10,20,1582,80,22,Rainfed,0.82,1903.2
India,Tamil Nadu,Maize,Zaid,2018,Black,7.22,58.5,134,35,102,22.7,1647,69,20.5,Drip,10.2,2802.6
India,Karnataka,Onion,Kharif,2017,Black,6.99,45.3,82,69,34,20.7,208,75,23.6,Drip,5.43,14365.4
India,Maharashtra,Rice,Rabi,2009,Loamy,7.26,45.8,45,55,15,21.4,261,65,1.5,Sprinkler,4.19,3497.9
India,Maharashtra,Maize,Kharif,2004,Black,7.2,46.9,106,21,83,27.9,1858,74,23.3,Canal,11.19,4164
India,Uttar Pradesh,Millet,Kharif,2023,Clay,6.59,21.6,20,22,113,23.4,1224,76,6.8,Rainfed,11.07,1275.7
India,Madhya Pradesh,Onion,Rabi,2024,Laterite,6.27,37.8,112,17,63,27.2,712,79,23.7,Sprinkler,10.47,19487.1
India,Karnataka,Barley,Rabi,2024,Red,6.15,23.1,125,51,87,15.8,535,81,7.1,Canal,1.06,2624.2
India,Andhra Pradesh,Mango,Zaid,2000,Alluvial,7.06,32.6,103,74,32,33.5,1672,48,5.5,Drip,9.1,7520.7
India,Uttar Pradesh,Onion,Rabi,2016,Loamy,7.71,52.9,126,18,28,38.2,548,46,16.1,Drip,9.13,17112.2
India,Rajasthan,Soybean,Zaid,2016,Loamy,6.84,46.3,135,13,65,39.9,1719,77,18.4,Drip,14.52,1134.7
India,Maharashtra,Sugarcane,Zaid,2000,Clay,7.6,59.8,24,64,62,20,1320,94,24.1,Rainfed,11.81,60757.1
India,Uttar Pradesh,Cotton,Kharif,2024,Black,5.53,26.9,31,64,40,24.6,1388,77,8.2,Rainfed,5.73,2060.7
India,Karnataka,Pigeon Pea,Kharif,2000,Red,7.33,35.9,67,66,112,39.3,987,63,11.8,Rainfed,9.74,786.9
India,Maharashtra,Maize,Kharif,2022,Sandy,7.46,52.4,33,66,112,20.3,265,50,15.5,Sprinkler,13.41,4237.1
India,Tamil Nadu,Chickpea,Rabi,2021,Loamy,6.95,28.6,72,48,47,28.5,1199,39,20.8,Canal,12.3,1204.3
India,Uttar Pradesh,Pigeon Pea,Rabi,2008,Alluvial,7.65,26.1,64,37,28,35,1485,68,19.8,Sprinkler,6.8,1147.7
India,Maharashtra,Wheat,Zaid,2024,Loamy,6.05,35.3,119,79,10,17.6,247,90,14,Sprinkler,14.62,3626.5
India,Karnataka,Coffee,Zaid,2003,Red,6,59.2,102,31,111,19.9,1833,34,20.7,Rainfed,11.65,1730.7
India,Punjab,Onion,Rabi,2008,Red,6.78,38.3,63,54,86,26.4,1425,39,20.3,Canal,3.05,16456.5
India,Andhra Pradesh,Sugarcane,Zaid,2013,Sandy,7.58,54.4,40,24,59,15.4,1623,79,6,Rainfed,11.34,89061.5
India,Bihar,Maize,Zaid,2014,Clay,5.67,55.5,85,74,107,25.8,248,88,9.3,Canal,6.34,2472.7
India,Madhya Pradesh,Sugarcane,Rabi,2015,Alluvial,6.89,26.3,120,27,67,19,921,42,5.8,Rainfed,4.04,89394.9
India,Bihar,Sugarcane,Kharif,2015,Sandy,7.27,48.6,40,20,90,36.2,1545,33,2,Sprinkler,2.17,62329.1
India,Karnataka,Sugarcane,Rabi,2012,Sandy,5.77,31.1,45,13,41,27.2,365,39,21.4,Canal,1.98,80239.3
India,Rajasthan,Maize,Zaid,2013,Clay,5.77,23.8,36,43,58,16.8,539,76,22.6,Canal,6.35,3134.6
India,Rajasthan,Maize,Kharif,2021,Sandy,6.34,55,23,57,107,26.6,1116,88,11.1,Canal,8.65,3725.3
India,Punjab,Mango,Rabi,2020,Alluvial,6.13,31.7,58,57,106,27,1808,77,9.8,Canal,10.32,8319.9
India,Madhya Pradesh,Pigeon Pea,Kharif,2008,Laterite,5.96,33.8,34,49,117,22.5,792,54,12.3,Rainfed,13.06,1315.2
India,Gujarat,Mango,Kharif,2022,Alluvial,5.96,33,52,68,101,24.2,1690,69,16.1,Rainfed,2.6,8462.6
India,Punjab,Cotton,Zaid,2008,Clay,5.8,28,109,57,53,39.3,217,63,24.7,Canal,5.05,2460.7
India,Bihar,Rice,Rabi,2020,Sandy,6.9,37.4,66,50,38,21.2,528,64,21.9,Canal,0.97,3600.5
India,Punjab,Tomato,Zaid,2003,Black,7.08,37.1,149,31,110,31.9,723,84,4.9,Canal,10.14,28678.8
India,Bihar,Groundnut,Rabi,2009,Black,7.12,36.4,109,73,97,31.5,1476,92,22.1,Drip,0.83,1876.4
India,Maharashtra,Chickpea,Rabi,2002,Red,6.72,56.7,85,58,57,25.6,1243,88,12.6,Drip,1.17,1433.1
India,Rajasthan,Groundnut,Rabi,2020,Laterite,7.69,33.6,100,64,89,38.3,676,79,20.3,Drip,9.17,2229.1
India,Maharashtra,Soybean,Kharif,2008,Loamy,7.53,21.2,37,24,86,34.2,1247,60,21.3,Rainfed,3.31,1130.2
India,Andhra Pradesh,Groundnut,Kharif,2018,Loamy,7.7,27.1,100,13,35,15.5,1802,45,10.1,Rainfed,10.04,2133.1
India,Madhya Pradesh,Tea,Zaid,2015,Clay,6.39,48.9,32,17,16,27.1,1045,54,1.7,Canal,5.67,2250.6
India,Gujarat,Tomato,Rabi,2015,Red,7.52,43.6,90,69,53,17.8,1453,86,9.8,Canal,4.26,32031.1
India,Bihar,Tea,Rabi,2016,Loamy,7.25,58.1,77,12,23,22.2,822,30,1.7,Drip,11.53,2049.3
India,Gujarat,Banana,Kharif,2017,Red,6.28,47.8,84,16,61,21,1483,51,13.3,Canal,11.25,29744.9
India,Bihar,Millet,Rabi,2009,Black,5.75,27.8,123,26,41,33.9,1761,62,23.8,Rainfed,1.38,1520.9
India,Karnataka,Soybean,Zaid,2020,Alluvial,7.07,24.8,61,19,114,21.2,1220,33,22.2,Drip,11,1892.8
India,Punjab,Tea,Rabi,2018,Red,5.81,40.8,114,35,84,39.8,895,37,10.2,Drip,14.22,1798.9
India,Andhra Pradesh,Mango,Rabi,2021,Red,6.18,46.6,119,31,41,18.2,1558,76,19.2,Sprinkler,7.37,7454.1
India,Rajasthan,Sugarcane,Kharif,2014,Loamy,6.65,26.6,108,24,84,25.3,1921,91,18.5,Sprinkler,8.22,73889.1
India,Bihar,Tomato,Rabi,2014,Laterite,7.06,44.1,128,67,93,27.2,323,74,14.9,Canal,5.41,31115.1
India,Gujarat,Mustard,Zaid,2010,Loamy,7.63,54.6,133,69,66,25.8,1130,45,17.9,Rainfed,11.58,1083.5
India,Andhra Pradesh,Soybean,Zaid,2007,Black,6.86,49.1,59,48,61,17.3,528,49,22.7,Sprinkler,11.59,1059.9
India,Tamil Nadu,Mango,Zaid,2021,Alluvial,7.04,46.6,113,12,43,20.6,693,69,7.8,Rainfed,13.43,10304.6
India,Tamil Nadu,Potato,Zaid,2015,Laterite,6.21,51.6,121,69,70,28,1345,94,5.2,Drip,10.99,32253.7
India,Maharashtra,Sorghum,Kharif,2009,Alluvial,7.08,24.2,40,62,71,35,1928,72,8.7,Sprinkler,14.7,1649.7
India,Rajasthan,Soybean,Rabi,2008,Loamy,6.51,28.2,102,33,95,32.2,1735,35,15.7,Sprinkler,14.57,1447.2
India,Karnataka,Millet,Kharif,2014,Alluvial,7.47,21.5,130,64,96,28.6,664,41,12.6,Rainfed,6.42,1530.2
India,Gujarat,Mustard,Zaid,2021,Red,6.4,25.8,61,11,102,39.4,244,76,17.1,Drip,10.96,1375.4
India,Punjab,Cotton,Rabi,2004,Laterite,6.58,56.5,56,77,85,34,1279,78,11.7,Sprinkler,0.76,1966.8
India,Punjab,Tomato,Kharif,2019,Red,6.49,28.9,148,32,112,36.7,1161,35,16.6,Canal,6.09,23213.3
India,Gujarat,Millet,Rabi,2001,Sandy,7.37,46.5,96,68,40,15.3,1028,68,3.1,Canal,6.42,1102.9
India,Madhya Pradesh,Banana,Zaid,2021,Alluvial,7.69,47.7,132,66,38,20.4,1055,83,11.4,Drip,12.55,43549.6
India,Karnataka,Chickpea,Zaid,2015,Laterite,6.25,45.8,58,51,40,33,1265,42,16.5,Rainfed,4.46,1365.9
India,Andhra Pradesh,Mustard,Rabi,2017,Black,6.59,42.2,66,21,21,22,915,76,8,Rainfed,3.6,1816.4
India,Bihar,Coffee,Rabi,2015,Red,7.12,39.4,75,10,44,23.8,508,57,8.8,Rainfed,7.2,2113.7
India,Madhya Pradesh,Rice,Zaid,2004,Sandy,7.56,36.8,129,63,115,29.8,666,73,1.5,Canal,3.79,3325.6
India,Bihar,Wheat,Kharif,2000,Clay,6.64,56.7,90,52,66,28.6,315,66,19.9,Rainfed,3.04,2266
India,Bihar,Coffee,Zaid,2018,Sandy,5.75,20.4,129,71,50,20.5,301,91,12.7,Drip,7.37,1648.5
India,Madhya Pradesh,Mustard,Rabi,2009,Sandy,6.35,22.1,84,24,36,37,1761,40,5,Canal,4.45,1589.8
India,Maharashtra,Soybean,Kharif,2020,Red,6.77,39.7,23,16,24,30.7,426,44,16.1,Drip,2.26,1478.5
India,Tamil Nadu,Tomato,Zaid,2012,Black,6.46,33.2,80,37,103,32.1,324,42,3.9,Drip,4.2,34721
India,Bihar,Banana,Rabi,2022,Loamy,5.93,36.3,124,15,80,35.7,1687,76,12.2,Canal,11.34,43884.7
India,Madhya Pradesh,Soybean,Rabi,2023,Laterite,5.59,59.9,105,29,45,17.6,1916,42,4.2,Canal,2.08,1469.7
India,Madhya Pradesh,Barley,Rabi,2022,Alluvial,7.08,51,119,51,119,26.9,570,57,17.2,Drip,1.88,2252.5
India,Uttar Pradesh,Pigeon Pea,Kharif,2022,Black,7.78,55.1,148,47,33,17.2,1563,88,5.5,Rainfed,6.42,875.8
India,Maharashtra,Banana,Kharif,2010,Red,7.61,34.7,70,71,91,16.8,493,48,23.9,Sprinkler,2.85,38583.2
India,Rajasthan,Sorghum,Kharif,2014,Clay,7.07,29.6,83,12,33,33,1425,40,15.4,Rainfed,6.12,1767
India,Uttar Pradesh,Tea,Kharif,2001,Laterite,7.44,50.7,82,37,105,34.7,1424,65,1.5,Sprinkler,13.78,1635.8
India,Uttar Pradesh,Millet,Rabi,2005,Alluvial,6.09,52.3,48,21,85,16.3,973,73,11.1,Rainfed,2.64,1068.4
India,Gujarat,Coffee,Rabi,2020,Clay,6.93,42,62,53,37,36.1,1788,62,4.9,Sprinkler,10.91,1405.4
India,Tamil Nadu,Tea,Kharif,2010,Laterite,5.64,55.8,89,24,84,22,418,66,15.5,Drip,1.6,1925.4
India,Madhya Pradesh,Millet,Kharif,2014,Alluvial,7.13,58.7,58,64,12,31.4,1058,43,19.4,Rainfed,11.78,1421
India,Tamil Nadu,Mango,Rabi,2008,Loamy,7.73,38.8,42,57,110,32.1,1283,49,8.4,Rainfed,14.06,7499
India,Karnataka,Pigeon Pea,Zaid,2011,Alluvial,7.48,28.9,20,15,12,32.4,1566,73,17.2,Rainfed,11.78,1345.5
India,Gujarat,Cotton,Zaid,2025,Sandy,6.73,40.7,80,73,38,29.5,457,82,21.9,Rainfed,13.29,2278.2
India,Tamil Nadu,Sugarcane,Kharif,2003,Clay,7.67,31.7,128,20,63,17.8,1019,76,3.9,Canal,4.49,55807.1
India,Punjab,Tea,Kharif,2022,Red,6,44.7,127,32,47,18.5,950,43,9.5,Drip,3.83,1542.7
India,Karnataka,Groundnut,Zaid,2023,Loamy,6.12,28.6,59,79,65,20.3,1994,30,14.7,Drip,0.96,1803.9
India,Maharashtra,Wheat,Rabi,2013,Sandy,7.52,43.5,40,46,74,18.8,506,44,20.6,Canal,8.33,2712.8
India,Rajasthan,Pigeon Pea,Rabi,2021,Sandy,5.73,32.6,85,72,110,39.7,1555,80,16.5,Sprinkler,5.38,1012.1
India,Karnataka,Mustard,Rabi,2002,Laterite,5.91,54.2,36,38,30,15.1,878,36,24.6,Sprinkler,13.73,1590.7
India,Gujarat,Soybean,Kharif,2020,Alluvial,5.9,53.1,110,37,50,36.1,1979,72,5.8,Sprinkler,5.84,1147.2
India,Bihar,Millet,Kharif,2016,Alluvial,5.86,28,132,25,115,31.6,1060,63,21.4,Rainfed,1.91,1233.9
India,Uttar Pradesh,Mustard,Zaid,2012,Loamy,6.78,21.4,145,76,29,39.4,1684,80,10.4,Canal,14.1,1005.8
India,Bihar,Onion,Rabi,2007,Laterite,7.42,54,29,27,69,23.3,337,55,19.7,Rainfed,5.37,18767.1
India,Uttar Pradesh,Sugarcane,Rabi,2011,Clay,6.12,35.5,66,57,84,17.2,1198,67,24.3,Rainfed,5.9,57243.3
India,Gujarat,Tea,Zaid,2011,Red,7.43,27.2,28,26,68,21,888,91,15.2,Canal,1.38,1820
India,Andhra Pradesh,Rice,Kharif,2011,Alluvial,7.36,23.7,65,34,83,17.5,1458,87,17,Drip,1.98,2972
India,Maharashtra,Barley,Zaid,2001,Sandy,6.99,26,122,59,12,39.1,1006,61,22.6,Drip,9.87,2370.3
India,Bihar,Banana,Kharif,2009,Clay,5.59,42.7,143,28,23,27.9,1090,33,17.1,Rainfed,9.39,31219.5
India,Bihar,Banana,Kharif,2022,Alluvial,6.34,49.1,87,50,54,23.1,1720,64,15.5,Drip,11.93,39290.7
India,Maharashtra,Tomato,Rabi,2008,Alluvial,6.11,41.4,128,14,118,37.7,892,60,1.7,Canal,9.63,35392.6
India,Punjab,Banana,Kharif,2000,Red,5.85,56.1,87,15,104,30.3,777,90,12.9,Sprinkler,4.18,44261.6
India,Madhya Pradesh,Maize,Zaid,2003,Clay,6.4,26.2,124,12,108,38.2,900,56,24.9,Rainfed,13.74,3538.7
India,Andhra Pradesh,Millet,Kharif,2022,Alluvial,6.32,39.8,148,54,69,39.1,988,70,11.8,Canal,4.07,942.2
India,Rajasthan,Pigeon Pea,Rabi,2013,Red,7.18,26.5,78,70,58,38.4,658,89,24,Canal,12.41,1170.9
India,Uttar Pradesh,Coffee,Zaid,2015,Sandy,6.88,55,44,57,18,32.3,281,43,24.6,Rainfed,4.58,1805.2
India,Maharashtra,Pigeon Pea,Kharif,2024,Red,7.6,57.3,101,33,63,27.5,1983,54,16.5,Canal,4.19,1314.7
India,Gujarat,Maize,Kharif,2017,Alluvial,5.83,36,75,57,79,22.3,1578,54,8.2,Drip,8.92,2770.4
India,Uttar Pradesh,Maize,Kharif,2001,Black,5.64,32.2,68,35,102,38.5,1974,48,5.7,Rainfed,2.46,3265.7
India,Madhya Pradesh,Tea,Zaid,2005,Clay,6.73,31.2,84,58,61,28.6,1393,86,14.1,Sprinkler,5.93,1673.1
India,Gujarat,Mango,Kharif,2002,Loamy,5.5,54.4,28,64,119,39.9,1789,74,3.5,Canal,7.81,8116
India,Karnataka,Soybean,Rabi,2019,Alluvial,7.31,47.3,131,13,72,38,1011,93,13.1,Drip,13.43,1863.2
India,Bihar,Groundnut,Zaid,2018,Black,6.66,55.2,115,58,61,24.5,828,83,16.8,Drip,6.06,2279.5
India,Karnataka,Mustard,Zaid,2012,Sandy,6.62,24.7,104,53,31,36.9,1989,87,11.5,Drip,1.14,1005.4
India,Uttar Pradesh,Potato,Kharif,2016,Clay,6.33,39,55,38,64,28.4,505,33,4.6,Sprinkler,12.37,23036
India,Madhya Pradesh,Sugarcane,Zaid,2013,Loamy,6.36,47,102,35,119,33.6,590,31,20.3,Drip,9.44,62669.3
India,Andhra Pradesh,Banana,Rabi,2021,Laterite,6.49,55.9,81,70,12,27,1403,73,14,Rainfed,10.36,43197.6
India,Uttar Pradesh,Tomato,Zaid,2010,Clay,5.54,35.3,82,49,11,39.7,660,70,7.5,Sprinkler,1.8,33752.4
India,Maharashtra,Tea,Rabi,2015,Sandy,5.69,32.5,138,28,68,25,976,32,1.4,Drip,3.07,1788.2
India,Tamil Nadu,Cotton,Kharif,2010,Sandy,6.66,56.5,95,23,37,17.4,1878,35,14.1,Rainfed,8.44,1620.7
India,Uttar Pradesh,Groundnut,Zaid,2017,Sandy,5.85,21.9,88,44,46,36.5,678,61,19.4,Drip,3.42,1567.2
India,Bihar,Soybean,Rabi,2001,Red,7.29,39.2,113,28,78,33.9,1119,82,9.7,Canal,12.36,1072.9
India,Bihar,Onion,Kharif,2022,Loamy,6.13,38.3,82,12,18,18.2,1526,77,16.9,Drip,0.85,20882.6
India,Uttar Pradesh,Barley,Rabi,2020,Sandy,5.73,25.8,80,59,71,27.6,329,64,20.1,Drip,12.36,2796.5
India,Gujarat,Sugarcane,Zaid,2007,Laterite,6.04,35.8,118,21,41,32,330,59,12.3,Rainfed,7.24,49209.3
India,Tamil Nadu,Potato,Zaid,2013,Alluvial,6.32,48.9,56,63,90,25.2,1543,81,7.5,Sprinkler,9.05,23993.7
India,Maharashtra,Coffee,Rabi,2001,Black,5.58,34.7,23,74,84,37.7,1856,50,10.9,Drip,3.38,1753.3
India,Uttar Pradesh,Millet,Kharif,2012,Clay,5.83,32.4,75,19,111,38.6,1265,78,19.3,Drip,6.13,1279.3
India,Gujarat,Pigeon Pea,Kharif,2009,Clay,6.24,51.3,62,36,44,36.7,269,90,6.2,Sprinkler,8.84,1266.5
India,Bihar,Cotton,Kharif,2007,Sandy,6.21,59.5,40,77,56,28.3,1013,43,7.1,Sprinkler,2.82,2440
India,Bihar,Groundnut,Kharif,2006,Black,7.34,51.2,77,30,27,26.3,1497,57,9.6,Canal,6.16,1429
India,Madhya Pradesh,Sorghum,Rabi,2012,Sandy,7.44,53.9,72,29,45,29.6,1337,56,16.1,Drip,10.3,1500.1
India,Uttar Pradesh,Chickpea,Zaid,2025,Red,5.94,57.6,37,26,28,27.9,557,58,6.8,Drip,13.59,1271.1
India,Tamil Nadu,Pigeon Pea,Rabi,2023,Black,5.79,52.1,76,55,34,17.5,296,34,12.9,Canal,4.23,1093
India,Tamil Nadu,Tomato,Zaid,2018,Sandy,7.35,49.9,142,19,69,38.5,607,71,13.5,Drip,2.36,31215.6
